reward,loss,epsilon,length
-26.169999999999987,36.6085348491011,0.015428436093464535,145
-21.03000000000001,61.5904826146585,0.014617198308747446,108
2.7099999999999937,34.71979607491397,0.012288396121612984,347
-5.289999999999971,28.07427491571592,0.010704036366419568,276
-22.479999999999997,35.69401831997251,0.010166601870663169,103
-26.090000000000003,33.24123915698793,0.009995187929535779,72
-24.14,27.58349703723549,0.009995187929535779,117
-26.25,34.3281787814516,0.009995187929535779,66
-23.809999999999995,45.06842047870159,0.009995187929535779,80
-20.04000000000002,36.15971263631462,0.009995187929535779,229
-18.509999999999998,146.70377157628536,0.009995187929535779,192
-23.310000000000006,138.11981256658382,0.009995187929535779,110
-13.699999999999992,109.03679684299534,0.009995187929535779,295
-23.740000000000016,116.5997124161419,0.009995187929535779,269
-22.50000000000001,116.60076280478593,0.009995187929535779,182
-49.79999999999991,94.86505008137915,0.009995187929535779,242
-6.270000000000023,108.56714415991748,0.009995187929535779,216
-21.680000000000014,106.60111522111367,0.009995187929535779,254
-27.000000000000007,91.640896570584,0.009995187929535779,242
-29.07,68.2386207619021,0.009995187929535779,124
-10.540000000000006,105.89307822861485,0.009995187929535779,179
-5.179999999999996,25.00493698807086,0.009995187929535779,236
-10.219999999999999,26.771538395065445,0.009995187929535779,222
45.969999999999885,24.894972731427448,0.009995187929535779,779
-8.889999999999986,24.171088612943457,0.009995187929535779,345
31.039999999999885,27.22013166774668,0.009995187929535779,654
12.840000000000018,25.00313351113043,0.009995187929535779,462
91.4600000000004,22.918859333354174,0.009995187929535779,1398
122.51000000000076,21.528698935790405,0.009995187929535779,1896
65.18000000000055,22.627200186852928,0.009995187929535779,1390
-21.150000000000002,43.304103170350245,0.009995187929535779,299
-5.64999999999986,26.404497382052224,0.009995187929535779,401
-1.2899999999996616,24.26143378556614,0.009995187929535779,710
-11.690000000000001,21.248363717784727,0.009995187929535779,123
-18.08000000000004,25.01283084528119,0.009995187929535779,204
-20.25000000000002,16.861544229445002,0.009995187929535779,168
-28.509999999999998,17.76728053887685,0.009995187929535779,60
-19.600000000000016,16.01301199288079,0.009995187929535779,132
69.74000000000011,22.56453096548716,0.009995187929535779,900
-16.750000000000004,17.381204453381624,0.009995187929535779,66
-21.779999999999998,26.899369937556607,0.009995187929535779,143
-21.95,23.98305280435653,0.009995187929535779,168
-13.960000000000033,14.114188506647393,0.009995187929535779,216
-22.020000000000003,29.265109012106887,0.009995187929535779,119
-19.680000000000014,20.976381421434706,0.009995187929535779,345
-14.920000000000005,16.35297327297778,0.009995187929535779,242
99.28000000000088,16.25398056893473,0.009995187929535779,1842
6.88000000000007,17.211288221760423,0.009995187929535779,334
-18.510000000000005,16.373332880735397,0.009995187929535779,100
-25.11000000000001,11.981139512062073,0.009995187929535779,100
-5.940000000000005,9.060786771973806,0.009995187929535779,239
129.23000000000164,7.092649196589809,0.009995187929535779,2074
146.81000000000176,5.742453801140575,0.009995187929535779,1856
-4.450000000000026,6.493836125598273,0.009995187929535779,358
-13.160000000000009,3.296982865564285,0.009995187929535779,155
22.08999999999996,6.999377888892222,0.009995187929535779,436
11.16000000000004,5.92150780595723,0.009995187929535779,642
213.00000000000276,5.896231672869562,0.009995187929535779,2221
188.8000000000023,5.018580750977838,0.009995187929535779,1925
97.43000000000033,4.533215362136647,0.009995187929535779,1062
-11.719999999999967,56.21755971081795,0.009995187929535779,465
-23.729999999999997,35.242553558670174,0.009995187929535779,119
-15.320000000000007,51.27462064318296,0.009995187929535779,119
-22.06,37.311581505261934,0.009995187929535779,65
-29.009999999999998,22.854476340611775,0.009995187929535779,90
-23.99,34.92285355444877,0.009995187929535779,62
-20.440000000000005,47.334378958889175,0.009995187929535779,209
-23.59,35.92035522725847,0.009995187929535779,72
-25.23,42.379556261181264,0.009995187929535779,209
-24.430000000000007,34.34257389075004,0.009995187929535779,149
-27.34,26.399611243525065,0.009995187929535779,148
-17.600000000000005,16.62772259510253,0.009995187929535779,242
-10.210000000000003,19.784584514898796,0.009995187929535779,292
-7.769999999999998,13.263701596463374,0.009995187929535779,387
-17.890000000000015,16.141045596563455,0.009995187929535779,132
75.09000000000017,14.049685068925221,0.009995187929535779,1170
-15.880000000000006,10.771102510132156,0.009995187929535779,143
-6.6700000000000355,15.771220314048104,0.009995187929535779,236
-11.13000000000001,12.14290725272238,0.009995187929535779,209
-25.700000000000017,14.27135518852991,0.009995187929535779,131
-4.800000000000027,39.50331483200682,0.009995187929535779,213
-26.119999999999997,952.8339253914456,0.009995187929535779,119
-26.400000000000013,652.1022278535451,0.009995187929535779,141
-29.02,885.8067583633682,0.009995187929535779,59
-24.20000000000001,548.5610514701681,0.009995187929535779,141
-23.69,754.1494011330393,0.009995187929535779,113
-18.780000000000015,583.0193603171242,0.009995187929535779,144
-25.74000000000001,594.2484802995991,0.009995187929535779,117
-28.439999999999998,703.7753920514359,0.009995187929535779,117
-22.400000000000013,566.7141962051392,0.009995187929535779,122
-16.350000000000005,488.3240515391032,0.009995187929535779,66
-28.029999999999998,736.3270124088634,0.009995187929535779,88
-25.420000000000005,695.3653510371341,0.009995187929535779,79
-26.900000000000006,665.1900335499938,0.009995187929535779,71
6.720000000000056,588.8796419041417,0.009995187929535779,429
21.440000000000012,568.1244631765761,0.009995187929535779,631
-26.110000000000007,470.4505051718818,0.009995187929535779,90
-19.009999999999998,595.1172318776448,0.009995187929535779,60
-11.680000000000003,524.6624776438663,0.009995187929535779,114
-10.960000000000027,521.911433249596,0.009995187929535779,257
30.569999999999965,96.75336596978032,0.009995187929535779,779
67.48999999999965,22.84514095408754,0.009995187929535779,955
-7.670000000000007,20.382439083041568,0.009995187929535779,165
-18.11,22.203026262919106,0.009995187929535779,150
-22.120000000000015,27.19259461835653,0.009995187929535779,119
-21.150000000000006,17.359254868090655,0.009995187929535779,238
-12.02999999999998,29.594396881496206,0.009995187929535779,170
-26.88000000000001,18.751832606909158,0.009995187929535779,143
-35.18999999999998,26.010501394146367,0.009995187929535779,152
-5.169999999999998,19.24768694996331,0.009995187929535779,237
-15.520000000000014,115.76231764853,0.009995187929535779,160
-14.74000000000001,151.65046670122544,0.009995187929535779,311
-42.61999999999999,146.5304667532444,0.009995187929535779,160
-26.529999999999994,112.83820255970795,0.009995187929535779,149
-25.230000000000004,125.11551995575428,0.009995187929535779,128
-22.509999999999998,89.49272778034211,0.009995187929535779,80
-20.250000000000004,144.39849548590811,0.009995187929535779,76
-29.549999999999983,104.48900851749238,0.009995187929535779,147
-13.219999999999985,109.31191981187341,0.009995187929535779,171
41.85999999999985,105.43591542500968,0.009995187929535779,872
-28.120000000000005,53.333633895681686,0.009995187929535779,119
-24.53,55.187647662379526,0.009995187929535779,88
10.290000000000056,39.09022608273466,0.009995187929535779,355
-22.08,46.134436882815315,0.009995187929535779,103
-22.760000000000012,35.299992667304146,0.009995187929535779,378
-14.610000000000005,43.30997967127688,0.009995187929535779,161
-17.580000000000002,32.54247356322875,0.009995187929535779,83
14.230000000000217,35.242486448832274,0.009995187929535779,841
-4.759999999999987,42.98810741951856,0.009995187929535779,378
-19.40000000000002,32.38081605572346,0.009995187929535779,242
-18.54,61.22161119375656,0.009995187929535779,67
18.980000000000125,20.14063527786507,0.009995187929535779,636
418.2899999999825,16.826690020977622,0.009995187929535779,6470
209.05000000000172,14.588249069942634,0.009995187929535779,2735
272.42999999999387,15.708488455538411,0.009995187929535779,5327
199.04999999999922,14.381199763383425,0.009995187929535779,3049
255.30999999999636,13.757650683770166,0.009995187929535779,4582
275.54999999999757,12.532426877405868,0.009995187929535779,3948
165.56000000000074,13.141619215230198,0.009995187929535779,2334
455.28999999999047,11.74208985997266,0.009995187929535779,6407
-26.260000000000005,93.33453244781494,0.009995187929535779,125
-26.439999999999998,169.41910811296597,0.009995187929535779,127
-16.430000000000007,156.69456072727522,0.009995187929535779,251
5.800000000000161,132.33197477002435,0.009995187929535779,671
4.760000000000083,120.72584811037882,0.009995187929535779,403
79.69000000000106,105.21845428431655,0.009995187929535779,1574
221.11000000000095,102.5913704988162,0.009995187929535779,4463
3.010000000000062,95.4850838973518,0.009995187929535779,571
-0.9099999999999469,86.36642688236157,0.009995187929535779,474
-3.0599999999999774,122.83562573375124,0.009995187929535779,330
-11.580000000000005,130.78141272301767,0.009995187929535779,153
-12.319999999999993,97.17436058521271,0.009995187929535779,120
-12.159999999999993,75.30343320549176,0.009995187929535779,186
-20.28,68.37061923684426,0.009995187929535779,103
-4.060000000000008,69.16599389448523,0.009995187929535779,187
-10.020000000000008,93.37331026924981,0.009995187929535779,180
-1.0699999999999683,86.96367980943967,0.009995187929535779,730
-28.90000000000002,85.0234871422949,0.009995187929535779,242
-21.72000000000001,109.7555443082537,0.009995187929535779,140
84.16000000000032,77.28284503654002,0.009995187929535779,1086
-16.69,54.75211827953657,0.009995187929535779,72
0.4300000000000139,55.248139550446204,0.009995187929535779,378
-11.25000000000002,50.09733449864662,0.009995187929535779,348
36.219999999999715,43.75981259967479,0.009995187929535779,844
26.24999999999988,44.98926583951274,0.009995187929535779,626
0.08000000000001606,36.01072495703823,0.009995187929535779,341
-1.119999999999994,40.32772815173568,0.009995187929535779,442
8.510000000000073,40.313792447448975,0.009995187929535779,497
-13.559999999999995,42.585202559684085,0.009995187929535779,206
-12.690000000000008,38.577727936186776,0.009995187929535779,347
13.400000000000063,51.22256824523891,0.009995187929535779,438
-15.669999999999998,101.27298005293774,0.009995187929535779,186
35.52999999999948,78.1291327206073,0.009995187929535779,1296
64.97999999999945,72.84335422614457,0.009995187929535779,1451
-9.349999999999987,77.65336951798184,0.009995187929535779,371
-15.940000000000001,65.98532135455639,0.009995187929535779,77
6.160000000000178,52.30016447887864,0.009995187929535779,645
20.990000000000094,60.353381973937175,0.009995187929535779,731
-30.699999999999996,62.27748873536016,0.009995187929535779,71
-13.570000000000004,60.3163150038038,0.009995187929535779,154
-8.690000000000003,151.57956677789872,0.009995187929535779,416
-32.28000000000001,189.36028367155916,0.009995187929535779,143
-17.29000000000001,231.90872134231938,0.009995187929535779,123
-30.610000000000003,158.57598450978597,0.009995187929535779,60
-25.400000000000002,178.30302794879634,0.009995187929535779,151
-25.80000000000001,143.02467369310784,0.009995187929535779,132
-17.72000000000001,158.02441290020943,0.009995187929535779,160
-28.900000000000002,146.93856371209978,0.009995187929535779,141
-27.97000000000001,203.9982696730515,0.009995187929535779,145
-24.310000000000002,176.71311690807343,0.009995187929535779,80
