reward,loss,epsilon,length
-3.9000000000000057,36.76381342177806,0.9441083142062507,146
0.8999999999999808,1.936944244285019,0.8352326125642855,245
-0.3000000000000149,3.250165515651508,0.7389125872463826,245
-6.299999999999999,7.70283169647703,0.6841384930491854,154
-2.6000000000000103,5.557811979543079,0.6369190015627815,143
-3.5000000000000036,4.632678123602426,0.5623426468471161,249
-3.000000000000009,4.5953880665624665,0.5193569825542639,159
-5.4,4.437807127453719,0.48013717428461355,157
0.1999999999999833,4.650665065843212,0.42540496869295613,242
-5.100000000000001,5.064453339657268,0.3950542418363856,148
-1.5987211554602254e-14,3642.948357855978,0.35002088232561296,242
-5.4000000000000075,9632.302092964768,0.3261884186138854,141
3.5999999999999712,10546.872351023776,0.2890052706608178,242
-0.700000000000017,11873.927612304688,0.2678496777402547,152
-1.5000000000000142,13035.885225719876,0.24923791275156196,144
-6.200000000000005,12414.33845357692,0.23226762951653893,141
0.8999999999999773,10926.909277704028,0.21612831372003213,144
-1.7000000000000135,12807.733532245342,0.1999071022334634,156
0.2999999999999794,10980.123991860284,0.18601638547871788,144
-0.20000000000001883,13637.10039728338,0.17317746584521543,143
-1.300000000000015,3856.520881156399,0.16098297704563846,146
-5.200000000000008,1680.6715119409223,0.15002185686002328,141
-0.4000000000000252,2905.8075250395646,0.13980706500010093,141
-6.8000000000000025,3317.406309736536,0.13028778494709423,141
-2.0000000000000195,2902.442976704844,0.12129527390642492,143
-1.6000000000000139,1704.6743425155853,0.11292342929929253,143
0.3999999999999826,1597.0050921243085,0.10005096559611708,242
-1.2000000000000224,2620.8649472856855,0.09314541099544553,143
-1.4000000000000146,2194.16320535353,0.08671648032397572,143
3.5999999999999677,1509.9735978280344,0.08024821900958717,155
-4.000000000000012,1861.2686132551073,0.07470945729274,143
-0.6000000000000245,1191.9055920114051,0.06955298295540908,143
-1.600000000000021,1696.0751248339673,0.06475241038145672,143
-5.200000000000001,731.325319143442,0.06028317509971747,143
1.799999999999967,1182.168523515021,0.05612240808789862,143
-1.4000000000000217,716.6941188798918,0.052248818752073184,143
-1.90000000000002,1584.1665790719046,0.04866691944269226,142
-1.4000000000000217,1185.700994738332,0.04530791068694824,143
4.399999999999967,1449.3050068666128,0.040143132753764195,242
-13.0,997.0773531340219,0.037372438903670174,143
1.4999999999999751,1373.244893617268,0.03453294336107824,158
3.99999999999997,560.5964931787983,0.030504760033960118,248
-8.3,492.9718196325832,0.028385110573940633,144
1.5999999999999677,363.59899624019647,0.026452405550137222,141
4.599999999999968,444.75027762192946,0.023226981309545827,260
1.9999999999999698,600.3923989673456,0.020599866195345883,240
10.000000000000018,415.84647598909953,0.018160575621663292,252
-7.299999999999995,444.8110777190687,0.015970143282839144,257
-5.300000000000001,894.0547580342544,0.014801106298142314,152
-3.600000000000014,559.9158843967086,0.013793318344463165,141
-3.9000000000000057,544.8435002551136,0.012166094111831331,251
-14.8,253.0471504800688,0.010757704023591707,246
-2.70000000000001,281.43337699108656,0.010010195716715338,144
-2.5000000000000107,202.14027412623577,0.009995187929535779,146
-8.199999999999998,169.0683906974522,0.009995187929535779,141
-14.5,197.91868208270324,0.009995187929535779,152
-8.400000000000002,258.98847687729005,0.009995187929535779,246
0.3999999999999826,188.74611729812622,0.009995187929535779,250
-10.8,190.85284357250862,0.009995187929535779,159
